City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Armacao De Pera,PT,37.1026,-8.357,74.08,70,45,3.06,scattered clouds
333,Parabel,RU,58.6978,81.4825,45.97,78,99,5.77,overcast clouds
334,Pasuruan,ID,-7.6453,112.9075,75.09,74,61,3.74,broken clouds
335,Nevers,FR,46.9167,3.3333,44.02,66,14,3.78,few clouds
336,Wanlaweyn,SO,2.6185,44.8938,74.35,81,28,11.68,scattered clouds
337,Forrest City,US,35.0081,-90.7898,89.38,31,0,4.03,clear sky
338,Emerald,AU,-23.5333,148.1667,65.34,57,0,11.27,clear sky
339,Bubaque,GW,11.2833,-15.8333,80.87,80,95,10.96,overcast clouds
340,Srednekolymsk,RU,67.45,153.6833,39.6,57,88,4.43,overcast clouds
341,Bouna,CI,9.2667,-3.0,71.56,96,99,4.72,overcast clouds
342,Balad,IQ,34.0164,44.1453,86.11,15,0,9.53,clear sky
343,Aldergrove,CA,49.058,-122.4709,70.09,54,75,1.01,broken clouds
344,San Javier,ES,37.8063,-0.8374,78.98,70,20,10.0,few clouds
345,Safaga,EG,26.7292,33.9365,83.98,39,0,6.02,clear sky
346,Lufilufi,WS,-13.8745,-171.5986,83.98,76,26,19.89,scattered clouds
347,Bystrice Pod Hostynem,CZ,49.3992,17.674,49.15,85,100,7.38,overcast clouds
348,Pokaran,IN,26.9167,71.9167,80.24,66,10,13.11,clear sky
349,Huinan,CN,42.6225,126.2614,61.63,92,2,5.48,clear sky
350,Dongsheng,CN,39.8161,109.9776,55.72,37,13,8.14,few clouds
351,La Seyne-Sur-Mer,FR,43.0982,5.8847,64.89,48,1,6.69,clear sky
352,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,62,0,11.18,clear sky
353,Portsmouth,GB,50.799,-1.0913,53.96,94,40,6.2,scattered clouds
354,Taree,AU,-31.9,152.4667,61.11,47,49,5.28,scattered clouds
355,Krasnoselkup,RU,65.7,82.4667,44.33,80,100,11.59,overcast clouds
356,Talara,PE,-4.5772,-81.2719,65.91,86,26,18.37,scattered clouds
357,Bairiki,KI,1.3292,172.9752,86.0,70,20,5.75,few clouds
358,Nancha,CN,47.1333,129.2667,58.59,97,94,3.09,overcast clouds
359,Anadyr,RU,64.75,177.4833,45.1,75,20,17.9,few clouds
360,Nynashamn,SE,58.9034,17.9479,49.1,92,64,10.38,broken clouds
361,Westport,US,41.1415,-73.3579,71.42,72,0,5.75,clear sky
362,Jining,CN,35.405,116.5814,68.43,81,10,3.38,clear sky
363,Dubbo,AU,-32.25,148.6167,51.93,76,59,8.05,broken clouds
364,Kidal,ML,18.4411,1.4078,86.9,37,97,21.39,overcast clouds
365,Kipini,KE,-2.5257,40.5262,75.49,81,10,15.84,clear sky
366,Ancud,CL,-41.8697,-73.8203,45.23,63,29,3.58,scattered clouds
367,Finschhafen,PG,-6.6024,147.8681,82.11,72,68,8.28,broken clouds
368,Itarema,BR,-2.9248,-39.9167,77.9,84,34,16.6,scattered clouds
369,Soe,ID,-9.8607,124.284,70.84,66,96,3.09,overcast clouds
370,Bonavista,CA,48.6499,-53.1147,52.03,80,100,22.32,light rain
371,Harbour Breton,CA,47.4833,-55.7983,55.36,63,100,20.96,overcast clouds
372,Kaeo,NZ,-35.1,173.7833,58.96,55,16,7.02,few clouds
373,Zhigansk,RU,66.7697,123.3711,31.37,93,100,11.21,light snow
374,Kistarcsa,HU,47.5476,19.2625,52.23,84,100,12.66,light rain
375,Tautira,PF,-17.7333,-149.15,76.35,81,54,20.22,light rain
376,Broome,US,42.2506,-75.833,77.63,64,0,8.05,clear sky
377,Beckley,US,37.7782,-81.1882,77.56,70,0,6.91,clear sky
378,Verkhnevilyuysk,RU,63.4453,120.3167,29.95,86,39,8.72,scattered clouds
379,Nokaneng,BW,-19.6667,22.2667,66.61,25,0,1.3,clear sky
380,Burien,US,47.4704,-122.3468,68.92,56,100,14.97,overcast clouds
381,Buala,SB,-8.145,159.5921,83.46,72,60,4.21,broken clouds
382,Grindavik,IS,63.8424,-22.4338,49.95,93,75,10.36,broken clouds
383,Marrakesh,MA,31.6315,-8.0083,75.27,60,40,9.22,scattered clouds
384,Opuwo,NA,-18.0607,13.84,66.65,56,0,4.83,clear sky
385,Abu Zabad,SD,12.35,29.25,76.6,74,82,6.49,broken clouds
386,Manokwari,ID,-0.8667,134.0833,80.37,71,91,6.06,overcast clouds
387,Price,US,39.5994,-110.8107,74.12,67,100,0.0,overcast clouds
388,Taoudenni,ML,22.6783,-3.9836,94.42,16,2,11.5,clear sky
389,Isangel,VU,-19.55,169.2667,80.71,74,20,9.22,few clouds
390,Kukshi,IN,22.2,74.75,75.47,88,100,5.48,overcast clouds
391,Baihar,IN,22.1,80.55,70.02,98,55,2.77,broken clouds
392,Lasa,IT,46.6166,10.7002,49.08,90,42,6.82,scattered clouds
393,Huanuco,PE,-9.9329,-76.2415,68.29,73,55,7.36,broken clouds
394,Urucui,BR,-7.2294,-44.5561,86.74,22,52,3.85,broken clouds
395,Fukue,JP,32.6881,128.8419,80.55,80,96,35.01,moderate rain
396,Hovd,MN,48.0056,91.6419,39.7,69,22,2.24,few clouds
397,Mahajanga,MG,-15.7167,46.3167,71.62,60,20,5.75,few clouds
398,Letka,RU,59.6011,49.4232,43.63,95,23,6.76,few clouds
399,Flinders,AU,-34.5833,150.8552,62.06,56,8,10.8,clear sky
400,Salalah,OM,17.0151,54.0924,80.69,94,75,3.44,broken clouds
401,Pafos,CY,34.7667,32.4167,74.98,69,0,6.91,clear sky
402,Balikpapan,ID,-1.2675,116.8289,77.99,100,20,4.61,few clouds
403,Green River,US,41.5286,-109.4662,65.98,47,70,1.01,broken clouds
404,Zhangye,CN,38.9342,100.4517,69.12,42,100,5.37,overcast clouds
405,Beringovskiy,RU,63.05,179.3167,42.31,79,98,16.37,overcast clouds
406,Coihaique,CL,-45.5752,-72.0662,49.95,29,0,4.61,clear sky
407,Cartagena,CO,10.3997,-75.5144,81.16,80,100,8.46,overcast clouds
408,Karratha,AU,-20.7377,116.8463,71.28,42,0,7.72,clear sky
409,Ahuimanu,US,21.4447,-157.8378,85.71,65,20,6.91,few clouds
410,Watsa,CD,3.0372,29.5355,63.07,98,87,0.92,overcast clouds
411,Leningradskiy,RU,69.3833,178.4167,33.28,100,100,18.39,snow
412,Colac,AU,-38.3333,143.5833,49.17,83,98,14.83,overcast clouds
413,Tevaitoa,PF,-16.7833,-151.5,78.12,70,0,17.76,clear sky
414,Kortkeros,RU,61.8106,51.5806,51.8,91,97,8.5,overcast clouds
415,Richards Bay,ZA,-28.783,32.0377,66.04,86,61,4.38,broken clouds
416,Forfar,GB,56.6431,-2.8903,52.07,78,100,5.82,overcast clouds
417,Iskateley,RU,67.6803,53.1512,46.54,87,97,8.55,overcast clouds
418,Krasnokholmskiy,RU,55.9873,55.0466,58.23,95,99,7.78,overcast clouds
419,Paita,PE,-5.0892,-81.1144,66.09,83,29,18.16,scattered clouds
420,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,88.79,36,84,2.53,broken clouds
421,Pemangkat,ID,1.1667,108.9667,77.43,87,100,4.61,overcast clouds
422,Shubarshi,KZ,48.5872,57.1869,68.49,39,99,7.47,overcast clouds
423,Abong Mbang,CM,3.9833,13.1833,67.21,99,98,3.06,light rain
424,Hokitika,NZ,-42.7167,170.9667,54.32,57,72,5.82,broken clouds
425,Pueblo Nuevo,MX,23.3833,-105.3833,66.67,79,92,0.96,overcast clouds
426,Jega,NG,12.2175,4.3792,77.52,82,96,5.48,overcast clouds
427,Beyneu,KZ,45.3167,55.2,70.21,30,29,10.74,scattered clouds
428,Bafq,IR,31.6128,55.4107,76.55,20,0,4.05,clear sky
429,Descalvado,BR,-21.9039,-47.6194,65.28,48,0,17.09,clear sky
430,Linqu,CN,36.5156,118.5397,69.8,74,2,2.53,clear sky
431,Ahipara,NZ,-35.1667,173.1667,59.04,62,46,8.95,scattered clouds
432,Belmonte,BR,-15.8631,-38.8828,72.46,81,54,16.84,broken clouds
433,Varnavino,RU,57.4035,45.0916,51.51,64,70,7.49,broken clouds
434,Mao,ES,39.8885,4.2658,68.56,52,0,8.05,clear sky
435,Baykalsk,RU,51.5058,104.1469,45.0,72,77,6.55,broken clouds
436,Maine-Soroa,NE,13.2114,12.0241,78.03,67,100,6.96,overcast clouds
437,Shostka,UA,51.863,33.4698,48.58,98,98,5.12,overcast clouds
438,Sao Francisco Do Sul,BR,-26.2433,-48.6381,60.71,94,75,2.3,broken clouds
439,Innisfail,AU,-17.5333,146.0333,79.18,73,49,3.31,scattered clouds
440,Pithoro,PK,25.5167,69.3833,80.11,71,1,9.82,clear sky
441,Charters Towers,AU,-20.1,146.2667,76.35,64,26,7.23,scattered clouds
442,Biratnagar,NP,26.4831,87.2834,76.19,94,100,7.09,overcast clouds
443,Virginia Beach,US,36.8529,-75.978,79.0,64,0,8.05,clear sky
444,Kuliyapitiya,LK,7.4688,80.0401,76.68,93,97,3.4,overcast clouds
445,Mandera,KE,3.9366,41.867,77.14,53,16,18.79,few clouds
446,Kimbe,PG,-5.5502,150.1429,85.64,61,87,3.42,overcast clouds
447,Athabasca,CA,54.7169,-113.2854,52.21,43,51,14.97,broken clouds
448,Hauterive,FR,46.0901,3.4459,43.56,78,43,0.45,scattered clouds
449,Rabo De Peixe,PT,37.8,-25.5833,71.11,73,20,5.75,few clouds
450,Foca,TR,38.6703,26.7566,71.55,85,0,13.91,clear sky
451,Swan Hill,AU,-35.3378,143.5544,49.89,81,96,11.99,overcast clouds
452,Acapulco,MX,16.8634,-99.8901,76.82,88,100,3.44,overcast clouds
453,Lekoni,GA,-1.5843,14.2591,73.78,83,95,5.06,overcast clouds
454,Berezovyy,RU,51.6667,135.7,45.86,94,100,0.34,overcast clouds
455,Onguday,RU,50.75,86.15,34.38,89,0,2.86,clear sky
456,Aasiaat,GL,68.7098,-52.8699,36.18,89,100,2.75,overcast clouds
457,Tabuk,PH,17.4189,121.4443,75.45,86,53,1.39,broken clouds
458,Pangkalanbuun,ID,-2.6833,111.6167,75.11,97,100,2.24,heavy intensity rain
459,Erenhot,CN,43.6475,111.9767,51.24,43,0,6.87,clear sky
460,Kungurtug,RU,50.5994,97.5228,38.3,96,95,0.72,overcast clouds
461,Swan River,CA,52.1058,-101.2676,57.09,88,100,0.0,overcast clouds
462,Deputatskiy,RU,69.3,139.9,33.1,71,31,1.59,scattered clouds
463,Lusambo,CD,-4.9667,23.45,70.88,97,100,2.62,moderate rain
464,Avera,US,33.194,-82.5271,85.55,56,0,4.25,clear sky
465,Road Town,VG,18.4167,-64.6167,80.69,87,100,34.43,overcast clouds
466,Nurota,UZ,40.5614,65.6886,67.82,26,0,5.06,clear sky
467,Tigil,RU,57.8,158.6667,49.37,54,9,11.59,clear sky
468,Puerto Colombia,CO,10.9878,-74.9547,86.09,80,94,5.77,overcast clouds
469,Atessa,IT,42.0693,14.4511,56.52,50,75,3.0,broken clouds
470,Andenes,NO,69.3143,16.1194,48.18,87,75,19.57,broken clouds
471,Palm Coast,US,29.585,-81.2078,82.09,80,40,11.5,scattered clouds
472,Kuala Terengganu,MY,5.3302,103.1408,76.95,100,20,2.3,few clouds
473,Atar,MR,20.5169,-13.0499,88.23,23,21,10.92,few clouds
474,Mattru,SL,7.6244,-11.8332,72.79,99,100,3.15,moderate rain
475,Loviisa,FI,60.4566,26.2251,46.29,93,84,5.84,broken clouds
476,Morro Bay,US,35.3658,-120.8499,79.18,70,17,5.99,few clouds
477,Necochea,AR,-38.5473,-58.7368,62.26,64,100,14.18,overcast clouds
478,Athens,GR,37.9795,23.7162,81.7,79,0,3.0,clear sky
479,Alta Floresta,BR,-9.8756,-56.0861,91.72,28,97,2.17,overcast clouds
480,Okhotsk,RU,59.3833,143.3,48.02,55,78,1.28,broken clouds
481,Namibe,AO,-15.1961,12.1522,66.54,84,74,7.76,broken clouds
482,Brae,GB,60.3964,-1.353,48.87,67,100,16.96,overcast clouds
483,Bekhtery,UA,46.251,32.2927,69.28,89,100,8.19,overcast clouds
484,Raudeberg,NO,61.9875,5.1352,47.95,78,100,23.15,overcast clouds
485,Carballo,ES,43.213,-8.691,68.76,81,100,3.42,overcast clouds
486,Kalangala,UG,-0.3089,32.225,67.35,71,33,8.41,scattered clouds
487,Balingasay,PH,16.3573,119.8564,80.73,77,75,9.37,broken clouds
488,Gigmoto,PH,13.7796,124.39,81.28,81,100,7.31,overcast clouds
489,Plessisville,CA,46.2186,-71.762,53.87,67,100,5.53,overcast clouds
490,Guilin,CN,25.2819,110.2864,75.31,83,31,2.24,scattered clouds
491,Forestville,US,38.8451,-76.875,79.25,58,0,10.36,clear sky
492,Mahebourg,MU,-20.4081,57.7,71.26,78,40,13.8,scattered clouds
493,Melilla,ES,35.2937,-2.9383,75.58,83,100,8.05,overcast clouds
494,Bacsay,PH,15.65,120.3333,77.61,81,43,1.66,scattered clouds
495,Kindu,CD,-2.95,25.95,70.7,96,99,1.52,overcast clouds
496,Jumla,NP,29.2747,82.1838,59.14,96,100,2.42,overcast clouds
497,Akyab,MM,20.15,92.9,79.41,86,100,5.68,overcast clouds
498,Chincha Alta,PE,-13.4099,-76.1323,63.19,81,20,3.33,few clouds
499,Cody,US,44.5263,-109.0565,74.01,67,100,17.27,overcast clouds
500,Kutum,SD,14.2,24.6667,72.88,67,13,5.23,few clouds
501,Lashio,MM,22.9333,97.75,66.09,100,74,1.01,broken clouds
502,Shelabolikha,RU,53.4131,82.6167,39.54,72,0,5.23,clear sky
503,Beira,MZ,-19.8436,34.8389,69.89,94,0,6.91,clear sky
504,Mocuba,MZ,-16.8392,36.9856,69.57,69,1,3.94,clear sky
505,Chengde,CN,40.9725,117.9361,58.62,38,0,4.59,clear sky
506,Skibotn,NO,69.3913,20.2679,45.79,96,100,1.5,light rain
507,Fare,PF,-16.7,-151.0167,77.94,71,1,16.87,clear sky
508,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,22,12.84,light rain
509,Las Choapas,MX,17.9333,-94.0833,79.84,91,100,6.69,overcast clouds
510,Logrono,ES,42.4667,-2.45,56.7,67,0,4.61,clear sky
511,Antalaha,MG,-14.9003,50.2788,66.11,83,56,5.84,light rain
512,Warrington,GB,53.3925,-2.5802,59.11,71,75,13.8,broken clouds
513,Viedma,AR,-40.8135,-62.9967,48.22,84,100,21.81,overcast clouds
514,Zhireken,RU,52.8249,117.3076,33.96,95,98,5.1,overcast clouds
515,Birao,CF,10.2849,22.7882,70.21,97,98,1.99,moderate rain
516,Dudinka,RU,69.4058,86.1778,36.63,100,100,12.86,light rain
517,Iquique,CL,-20.2208,-70.1431,60.84,79,20,3.98,few clouds
518,Adrar,MR,20.5022,-10.0711,87.35,22,0,10.83,clear sky
519,Dunedin,NZ,-45.8742,170.5036,51.8,73,81,5.99,broken clouds
520,Nabire,ID,-3.3667,135.4833,73.92,90,84,2.24,broken clouds
521,Buraydah,SA,26.326,43.975,86.45,17,3,9.42,clear sky
522,El Alto,PE,-4.2714,-81.2147,64.8,83,44,18.75,scattered clouds
523,Catamarca,AR,-28.4696,-65.7852,82.78,20,83,4.0,broken clouds
524,Burnie,AU,-41.0667,145.9167,48.94,92,98,12.95,overcast clouds
525,Juliaca,PE,-15.5,-70.1333,51.04,36,10,6.85,clear sky
526,Severomorsk,RU,69.0689,33.4162,48.6,98,100,15.61,overcast clouds
527,Nicoya,CR,10.1483,-85.452,75.36,94,91,3.89,overcast clouds
528,Palasa,IN,18.7667,84.4167,79.11,81,92,4.25,overcast clouds
529,Narsaq,GL,60.9167,-46.05,61.02,79,100,8.46,overcast clouds
530,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,40,10.36,scattered clouds
531,Dombarovskiy,RU,50.7587,59.5386,62.04,32,98,12.15,overcast clouds
532,Shitanjing,CN,39.2342,106.3439,62.74,30,79,6.04,broken clouds
533,Lima,PE,-12.0432,-77.0282,59.25,77,75,16.11,broken clouds
534,Pandan,PH,14.0453,124.1694,81.66,78,98,8.37,overcast clouds
535,Calabozo,VE,8.9242,-67.4293,77.59,86,91,4.94,overcast clouds
536,De-Kastri,RU,51.4667,140.7833,55.58,91,100,7.83,overcast clouds
537,Gimli,CA,50.6336,-96.9907,59.02,94,100,6.91,overcast clouds
538,Sumenep,ID,-7.0167,113.8667,79.59,74,62,5.77,broken clouds
539,Careiro Da Varzea,BR,-3.2003,-59.8119,83.01,61,95,2.33,light rain
540,Verkh-Suetka,RU,53.3,80.05,41.9,61,0,7.27,clear sky
541,Verkhoyansk,RU,67.5447,133.385,35.62,49,61,6.22,broken clouds
542,Challans,FR,46.8436,-1.8749,55.6,64,7,9.6,clear sky
543,Roebourne,AU,-20.7833,117.1333,69.82,38,0,7.94,clear sky
544,Lamovita,BA,44.9256,16.9072,47.12,97,84,3.24,broken clouds
545,Madisonville,US,37.3281,-87.4989,83.95,50,0,1.01,clear sky
546,Port Blair,IN,11.6667,92.75,80.4,82,100,16.44,overcast clouds
547,Bend,US,44.0582,-121.3153,67.23,49,100,5.01,overcast clouds
548,Hami,CN,42.8,93.45,65.46,16,77,4.61,broken clouds
549,Carahue,CL,-38.7,-73.1667,40.66,92,100,0.63,overcast clouds
550,Pakhtakoron,TJ,40.1571,68.7466,66.65,31,100,4.0,overcast clouds
551,Salimpur,IN,28.128,76.2766,79.52,68,7,3.06,clear sky
552,Kanigiri,IN,15.4,79.5167,81.16,67,90,11.21,overcast clouds
553,Ginir,ET,7.1333,40.7,60.49,63,49,6.04,scattered clouds
554,Mincivan,AZ,39.0294,46.7185,74.52,41,0,3.62,clear sky
555,Yarim,YE,14.298,44.3779,59.22,60,87,2.04,overcast clouds
556,Jiblah,YE,13.9216,44.1467,65.64,58,98,3.85,overcast clouds
557,Baruun-Urt,MN,46.6806,113.2792,38.97,70,1,9.78,clear sky
558,Dwarka,IN,22.2394,68.9678,80.31,77,100,11.68,overcast clouds
559,Norrtalje,SE,59.758,18.705,50.02,96,99,7.2,overcast clouds
560,Milkovo,RU,54.7167,158.6167,49.53,48,0,4.43,clear sky
561,Kuusamo,FI,65.9667,29.1833,50.04,93,100,5.75,light rain
562,Bandikui,IN,27.05,76.5667,78.89,64,25,3.06,scattered clouds
563,Kurilsk,RU,45.2333,147.8833,63.7,96,100,7.0,overcast clouds
564,Russell,US,32.3502,-85.1999,85.01,54,0,4.61,clear sky
565,Khuzhir,RU,53.1939,107.3397,45.82,69,89,9.8,overcast clouds
566,Alice Springs,AU,-23.7,133.8833,57.22,26,0,4.61,clear sky
567,Belaya Gora,RU,68.5333,146.4167,39.94,52,98,6.13,overcast clouds
568,Kalat,PK,29.0225,66.5916,62.8,29,0,3.11,clear sky
569,Tucurui,BR,-3.7661,-49.6725,84.36,48,69,4.29,broken clouds
570,Kandrian,PG,-6.2167,149.55,83.43,71,82,7.47,light rain
571,Ponta Delgada,PT,37.7333,-25.6667,72.32,73,20,5.75,few clouds
572,Ozernovskiy,RU,51.5,156.5167,51.87,68,17,6.87,few clouds
573,Medea,DZ,36.2642,2.7539,63.18,87,0,3.71,clear sky
574,Hobyo,SO,5.3505,48.5268,75.79,84,49,22.82,scattered clouds
575,Cabatuan,PH,10.8794,122.486,78.51,85,100,5.26,overcast clouds
576,Dubai,AE,25.2582,55.3047,89.53,58,0,4.61,clear sky
577,Kuryk,KZ,43.2,51.65,71.42,49,59,3.51,broken clouds
578,Mount Gambier,AU,-37.8333,140.7667,51.71,87,75,11.5,broken clouds
579,Huejuquilla El Alto,MX,22.6,-103.8667,74.01,51,99,10.38,overcast clouds
580,Ust-Ordynskiy,RU,52.805,104.7508,35.4,85,82,3.44,broken clouds
581,Bolshoye Murashkino,RU,55.7826,44.7754,49.82,70,61,6.46,broken clouds
582,Kodinsk,RU,58.6881,99.1844,40.75,90,80,1.45,broken clouds
583,Gornopravdinsk,RU,60.05,69.9,46.9,67,74,9.89,broken clouds
584,Sovetskiy,RU,61.3614,63.5842,51.26,61,100,10.13,overcast clouds
585,Pacific Grove,US,36.6177,-121.9166,75.24,75,40,12.66,scattered clouds
586,Hanzhong,CN,33.0728,107.0303,67.17,97,100,1.41,overcast clouds
587,Buzmeyin,TM,38.0507,58.2056,67.73,42,0,4.61,clear sky
588,Mandalgovi,MN,45.7625,106.2708,37.87,60,90,11.56,overcast clouds
589,Mehran,IR,33.1222,46.1646,84.47,13,0,3.24,clear sky
590,Longhua,CN,23.6137,114.1919,78.15,83,73,1.1,broken clouds
591,Kharan,PK,28.5833,65.4167,81.82,10,0,3.89,clear sky
592,Shu,KZ,43.5983,73.7614,60.84,27,84,2.84,broken clouds
593,Marzuq,YE,14.4,46.4667,81.21,35,70,3.2,broken clouds
594,Pushkino,RU,56.0172,37.8667,48.49,82,90,6.38,overcast clouds
595,Sobolevo,RU,54.4299,31.8996,49.44,69,97,6.71,overcast clouds
596,Boende,CD,-0.2167,20.8667,69.55,97,100,2.86,overcast clouds
597,Hearst,CA,49.6835,-83.6665,53.85,98,100,6.55,overcast clouds
598,Rockport,US,28.0206,-97.0544,89.65,74,0,13.8,clear sky
599,Rio Do Sul,BR,-27.2142,-49.6431,53.2,93,0,3.36,clear sky
600,Ulladulla,AU,-35.35,150.4667,59.9,49,12,11.63,few clouds
601,Palafrugell,ES,41.9174,3.1631,69.46,32,79,8.01,broken clouds
602,Camamu,BR,-13.9447,-39.1039,70.86,93,12,6.15,few clouds
603,Huarmey,PE,-10.0681,-78.1522,64.92,81,22,12.37,few clouds
604,Banepa,NP,27.6298,85.5214,64.89,89,100,0.72,overcast clouds
605,Sungairaya,ID,0.7,108.9,77.07,90,100,4.16,overcast clouds
606,Mooresville,US,35.5849,-80.8101,80.13,63,0,4.29,clear sky
607,Lumsden,CA,50.6501,-104.8678,71.01,53,100,5.86,overcast clouds
608,Tommot,RU,58.9564,126.2925,38.95,97,100,8.21,light rain
609,Abu Samrah,SY,35.3029,37.1841,76.08,40,0,6.6,clear sky
610,Zeya,RU,53.75,127.2667,48.92,97,100,4.45,light rain
611,Oriximina,BR,-1.7656,-55.8661,81.82,61,84,6.31,broken clouds
612,Taunggyi,MM,20.7833,97.0333,63.07,98,100,2.01,overcast clouds
613,Bonthe,SL,7.5264,-12.505,76.1,89,100,9.17,moderate rain
614,Port Hardy,CA,50.6996,-127.4199,60.98,59,20,11.5,few clouds
615,Granada,ES,37.25,-3.25,66.15,63,3,2.68,clear sky
616,Pokhara,NP,28.2333,83.9833,68.95,83,97,2.86,overcast clouds
617,Batemans Bay,AU,-35.7167,150.1833,57.09,40,7,6.85,clear sky
618,Martapura,ID,-3.4167,114.85,75.34,94,99,2.17,overcast clouds
619,Pingliang,CN,35.5392,106.6861,57.52,94,68,0.72,broken clouds
620,Esna,EG,25.2934,32.554,78.82,28,0,7.63,clear sky
621,Zhigalovo,RU,54.8097,105.1578,39.61,88,80,2.82,broken clouds
622,Popondetta,PG,-8.7537,148.2534,85.82,59,14,1.36,few clouds
623,Skibbereen,IE,51.55,-9.2667,50.09,83,42,3.69,scattered clouds
624,Port-Gentil,GA,-0.7193,8.7815,78.76,78,100,11.5,overcast clouds
625,Senno,RU,59.5336,33.9167,49.26,93,90,9.28,overcast clouds
626,Nueva Guinea,NI,11.6876,-84.4562,78.42,89,100,4.5,overcast clouds
627,Huaidian,CN,33.4333,115.0333,69.78,84,2,3.42,clear sky
628,Mackay,AU,-21.15,149.2,74.68,88,5,2.51,clear sky
629,Cape Girardeau,US,37.3834,-89.7168,81.99,29,0,8.05,clear sky
630,Tricase,IT,39.9304,18.3553,73.31,63,4,16.44,clear sky
631,Coos Bay,US,43.3665,-124.2179,61.99,94,0,10.36,clear sky
632,Aswan,EG,24.0934,32.907,83.5,21,0,4.61,clear sky
633,Moose Factory,CA,51.2585,-80.6094,57.2,71,0,9.22,clear sky
634,Barra Do Corda,BR,-5.5,-45.25,88.84,42,92,9.48,overcast clouds
635,Kaniama,CD,-7.5667,24.1833,69.89,72,94,3.67,overcast clouds
636,Buckeye,US,33.3703,-112.5838,102.22,21,0,10.65,clear sky
637,Mogadishu,SO,2.0371,45.3438,76.37,84,6,18.75,clear sky
638,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,57,44,14.03,scattered clouds
639,Salamanca,ES,40.8333,-6.0,67.62,32,80,7.29,broken clouds
640,Nome,US,64.5011,-165.4064,46.17,94,100,37.0,light rain
641,Portel,BR,-1.9356,-50.8211,80.24,72,98,8.19,overcast clouds
642,Davenda,RU,53.5556,119.317,36.43,97,100,4.99,overcast clouds
643,Saravan,AM,39.7196,45.6483,59.16,54,0,6.24,clear sky
644,Klaksvik,FO,62.2266,-6.589,47.32,72,88,2.62,overcast clouds
645,Xichang,CN,27.8964,102.2634,63.75,93,29,1.95,scattered clouds
646,Abnub,EG,27.2696,31.1511,77.22,35,0,2.01,clear sky
647,Kedougou,SN,12.5579,-12.1743,75.78,94,20,4.61,thunderstorm
648,Khor,RU,47.8861,134.9464,58.42,96,100,4.23,overcast clouds
649,Sioux Lookout,CA,50.1001,-91.917,59.07,100,100,2.3,light intensity drizzle
650,Constantine,DZ,36.365,6.6147,69.21,83,40,4.61,scattered clouds
651,Nova Olinda Do Norte,BR,-3.8881,-59.0942,85.75,48,88,1.36,overcast clouds
652,Oranjestad,AW,12.524,-70.027,87.75,66,20,11.5,few clouds
653,Ishigaki,JP,24.3448,124.1572,80.73,83,75,8.05,broken clouds
654,Masuguru,TZ,-11.3667,38.4167,70.59,72,86,6.67,overcast clouds
655,Oyama,JP,36.3,139.8,80.58,82,100,3.58,overcast clouds
656,Nueve De Julio,AR,-35.4444,-60.8831,70.97,44,100,1.99,overcast clouds
657,Jocon,HN,15.2833,-86.9667,76.55,92,89,2.3,overcast clouds
658,Quatre Cocos,MU,-20.2078,57.7625,71.1,77,14,15.14,light rain
659,Honiara,SB,-9.4333,159.95,83.32,73,65,6.64,broken clouds
660,Nago,JP,26.5881,127.9761,82.83,90,100,30.87,overcast clouds
661,Sulangan,PH,11.1373,123.7228,83.12,72,100,5.84,overcast clouds
662,Derzhavinsk,KZ,51.1,66.3167,52.27,30,7,7.67,clear sky
663,Drayton Valley,CA,53.2168,-114.9854,57.43,44,53,11.16,broken clouds
664,Evensk,RU,61.95,159.2333,44.6,47,3,6.73,clear sky
665,Jardim,BR,-21.4803,-56.1381,73.56,50,0,8.43,clear sky
666,Laredo,US,27.5064,-99.5075,95.25,46,20,12.66,few clouds
